"Gene"	"BaseGeneMean"	"OutlierFactor"	"GeneMean"	"BatchFacBatch1"	"BatchFacBatch2"	"DEFacGroup1"	"DEFacGroup2"
"Gene1192"	"Gene1192"	5.97267721197365	1	5.97267721197365	0.732618155596755	0.86765685645725	1	1.71221577318812
"Gene1196"	"Gene1196"	3.21546152459598	1	3.21546152459598	0.949094324073829	0.779424317841837	1	1
"Gene1197"	"Gene1197"	1.44487295354559	1	1.44487295354559	1.05621240271834	1.12786189050879	1	1
"Gene1198"	"Gene1198"	1.8647347931252	1	1.8647347931252	2.95732639355364	0.775414026010112	1	1
"Gene1201"	"Gene1201"	6.12584556941356	1	6.12584556941356	0.928473388013072	1.7145520986636	1	1
"Gene1202"	"Gene1202"	3.68766071110293	1	3.68766071110293	0.718777894694999	0.689757872054486	1	1
"Gene1205"	"Gene1205"	2.98321017279221	1	2.98321017279221	0.948675209519485	1.27752631494231	1	1
"Gene1206"	"Gene1206"	8.24943531536673	1	8.24943531536673	0.517456307396735	1.04729869369397	1	1
"Gene1208"	"Gene1208"	3.84108036376859	1	3.84108036376859	1.36066964367069	0.464879735597618	1	1
"Gene1213"	"Gene1213"	1.69809504312544	56.1919305407068	59.7740287564733	0.75212704156163	1.09135824821559	1	1
"Gene1216"	"Gene1216"	2.94350445794998	1	2.94350445794998	2.09072242487997	0.364488120770469	1	1
"Gene1218"	"Gene1218"	0.227146621956695	68.9170936925422	73.3103899537026	0.61630536792224	1.60024114948812	1	1
"Gene1219"	"Gene1219"	0.0536015761941779	209.305912266833	222.648652544056	0.768853756429981	0.326117633274416	1	1
"Gene1220"	"Gene1220"	2.65271765929807	1	2.65271765929807	1.26134952419176	0.652950763890176	1	1
"Gene1221"	"Gene1221"	7.0540961602486	1	7.0540961602486	2.32045897690805	1.29886887444272	1	1.33126132032205
"Gene1226"	"Gene1226"	7.95054853709793	1	7.95054853709793	1.03848333358601	0.343895341558217	1	1
"Gene1227"	"Gene1227"	4.81026911387539	1	4.81026911387539	0.309662198991139	0.281714219763517	1	1
"Gene1229"	"Gene1229"	1.74805044254937	1	1.74805044254937	1.05232308882315	1.51508367039716	1	1
"Gene1233"	"Gene1233"	2.9309963248184	1	2.9309963248184	1.95470629243472	2.17775343148031	1	1
"Gene1236"	"Gene1236"	3.76036260944836	1	3.76036260944836	1.32235959390705	0.806192546429588	1	1
"Gene1242"	"Gene1242"	1.99983029246488	1	1.99983029246488	2.52122709301843	0.601568753990602	1	1
"Gene1243"	"Gene1243"	7.7804020645982	1	7.7804020645982	0.341519733083344	0.832643029131857	1	1
"Gene1244"	"Gene1244"	2.90478886323114	1	2.90478886323114	0.538961460165672	1.8030635184103	1	1
"Gene1246"	"Gene1246"	3.13354216670386	1	3.13354216670386	2.08765928187151	1.68704523364843	1	1.32288442214518
"Gene1248"	"Gene1248"	5.71417586030251	1	5.71417586030251	1.55664524458345	0.929674868672469	0.743657673087242	1
"Gene1249"	"Gene1249"	2.23862535199933	1	2.23862535199933	1.06651059991668	1.29401046796497	1	1
"Gene1250"	"Gene1250"	1.52095953524138	1	1.52095953524138	2.34380095787035	0.970297532390651	1	1
"Gene1258"	"Gene1258"	7.64990611884948	1	7.64990611884948	0.71059666601732	0.665396685597594	1	1
"Gene1259"	"Gene1259"	3.85442073096298	1	3.85442073096298	0.784776100812077	0.929467829224719	1	1
"Gene1261"	"Gene1261"	2.4326370100661	1	2.4326370100661	0.608331034368669	0.789909916894962	1	1
"Gene1264"	"Gene1264"	5.27608956485904	49.7579487504859	52.9298963544253	0.611256955874999	1.25542120222016	1	1
"Gene1266"	"Gene1266"	0.859292213557338	50.1554467642573	53.3527338949259	1.54044397806273	0.510169725182879	1	1
"Gene1269"	"Gene1269"	1.73044214687121	1	1.73044214687121	1.47304664699893	2.53646331569195	1	1
"Gene1270"	"Gene1270"	4.26908258791104	47.3377345327392	50.3553993962967	0.723208516324626	0.674615210994628	1	1.4504619026206
"Gene1272"	"Gene1272"	2.72072498135527	1	2.72072498135527	1.66168399839548	0.97851426079083	1	1
"Gene1273"	"Gene1273"	13.1626482476779	1	13.1626482476779	1.90801528433487	0.713142169341925	1	1
"Gene1277"	"Gene1277"	4.2048458061658	1	4.2048458061658	1.45357032466911	1.00861540141821	1	1
"Gene1279"	"Gene1279"	1.10785897281618	1	1.10785897281618	3.02228332681036	2.67547206850025	1	0.556810196675192
"Gene1281"	"Gene1281"	5.34250385106467	1	5.34250385106467	1.11403922843014	1.90726043968277	1.02567440952617	1
"Gene1283"	"Gene1283"	4.11856159316877	1	4.11856159316877	0.786883471110242	1.09924625757854	1	1
"Gene1285"	"Gene1285"	3.14677340838809	1	3.14677340838809	1.50224238042387	1.04885565177735	1	1
"Gene1287"	"Gene1287"	8.31524586227353	1	8.31524586227353	1.25620132901759	0.609745104251963	1	1
"Gene1289"	"Gene1289"	2.73022712753083	1	2.73022712753083	1.9053944560553	2.95899651933612	1	1
"Gene1291"	"Gene1291"	2.70193576667876	1	2.70193576667876	0.533687655078161	1.54421619593416	1	1
"Gene1302"	"Gene1302"	13.4310285493338	1	13.4310285493338	0.741227028167832	3.29144985787252	1	1
"Gene1303"	"Gene1303"	4.62129238484498	1	4.62129238484498	0.412385131163319	0.468821162758127	1	1
"Gene1308"	"Gene1308"	1.26785491866505	1	1.26785491866505	1.69144773075752	1.13028394323566	1	1
"Gene1309"	"Gene1309"	6.0465825451158	1	6.0465825451158	1.54650648153498	1.19493124437215	1	1
"Gene1311"	"Gene1311"	1.13683597284816	45.5989717441819	48.5057947302207	1.11500371235293	0.62690917728963	1	1.12815155490723
"Gene1317"	"Gene1317"	1.87942243642295	1	1.87942243642295	1.16252731529816	1.5371967854833	1.53527863362754	1
"Gene1319"	"Gene1319"	2.85305949301863	1	2.85305949301863	0.711490981335926	2.44585791756191	1	1
"Gene1320"	"Gene1320"	7.59672271972372	1	7.59672271972372	0.991446656234428	0.648154592097946	1	1
"Gene1321"	"Gene1321"	1.07143588333836	1	1.07143588333836	1.77529855049841	1.42744212648974	1.086376159784	1
"Gene1322"	"Gene1322"	0.752413402211898	19.3838629060125	20.6195367841326	1.43731893772957	0.785625632515913	1	1
"Gene1323"	"Gene1323"	8.09240850299988	1	8.09240850299988	1.32837413730739	0.959266485481037	1	1.34217074002289
"Gene1325"	"Gene1325"	4.39699607127586	1	4.39699607127586	1.07922601921246	0.434353086583185	1	1
"Gene1328"	"Gene1328"	2.04271450329349	1	2.04271450329349	2.25370180325982	0.64005258357784	1	1
"Gene1330"	"Gene1330"	1.64332416063391	1	1.64332416063391	0.664128552011853	1.89644159939214	0.923101236162262	1
"Gene1335"	"Gene1335"	2.11829459928828	1	2.11829459928828	1.35692674612989	1.27841547748863	1	1
"Gene1339"	"Gene1339"	6.84006312287657	1	6.84006312287657	1.53355738169098	2.99234307418659	1	0.793874812758164
"Gene1347"	"Gene1347"	5.23950025606493	1	5.23950025606493	1.59004108741144	1.48968480629502	1	1
"Gene1351"	"Gene1351"	2.63501862165761	1	2.63501862165761	1.68898607980033	0.815189230720161	1	1
"Gene1355"	"Gene1355"	1.85332099110023	1	1.85332099110023	2.18199997709754	1.18334556959124	1	1.12401551155744
"Gene1358"	"Gene1358"	3.5412158006636	1	3.5412158006636	1.28530446564723	2.17530413474064	1.16162262012462	1
"Gene1361"	"Gene1361"	2.41832686109416	1	2.41832686109416	0.618537291486329	0.563881504343898	1	1
"Gene1362"	"Gene1362"	1.43350788318048	1	1.43350788318048	1.20951841020623	1.42188153360907	1	1
"Gene1363"	"Gene1363"	4.13673757278907	1	4.13673757278907	1.31912183321701	1.80495936395688	1	1
"Gene1364"	"Gene1364"	2.54401543897455	1	2.54401543897455	0.773665223281686	2.62265938275395	1	1
"Gene1367"	"Gene1367"	2.95774576703446	1	2.95774576703446	0.480491010819969	0.566927142630323	1	1
"Gene1369"	"Gene1369"	4.10803692113123	1	4.10803692113123	0.536891897773128	1.41066590259095	1	1
"Gene1371"	"Gene1371"	4.72948775832057	1	4.72948775832057	0.815908859928142	0.933269082160457	1	1
"Gene1372"	"Gene1372"	2.23401899123629	1	2.23401899123629	0.765705022713812	0.945035560769079	1	1
"Gene1375"	"Gene1375"	3.4357500152178	1	3.4357500152178	0.447988114171488	1.35654844158515	1	1
"Gene1379"	"Gene1379"	5.12329172242544	1	5.12329172242544	0.504441373888309	0.738907974318498	1	1
"Gene1380"	"Gene1380"	3.74197954530921	1	3.74197954530921	1.08151338030661	0.940781318976384	1	1
"Gene1395"	"Gene1395"	1.93118935105774	1	1.93118935105774	1.65162955343336	1.80619163492834	1	1
"Gene1398"	"Gene1398"	7.52270241034784	1	7.52270241034784	2.5164966695952	0.656603506455159	1	1
"Gene1401"	"Gene1401"	2.42435429480625	1	2.42435429480625	1.15004226471555	1.98792536893613	1	1
"Gene1405"	"Gene1405"	3.26256068204185	1	3.26256068204185	0.976092823885718	1.04169128223962	1	1
"Gene1410"	"Gene1410"	1.95568010283467	1	1.95568010283467	1.26943530000819	0.812922899166778	1	1
"Gene1411"	"Gene1411"	1.0519039633917	1	1.0519039633917	1.93831626328271	1.22750334916359	1	1
"Gene1414"	"Gene1414"	1.13302242580724	1	1.13302242580724	2.06510670671473	1.79225021104042	1	1
"Gene1417"	"Gene1417"	0.692159486433771	34.6217450097349	36.8287966243125	1.06191541617738	3.72297664258311	1	1
"Gene1418"	"Gene1418"	3.73924166975749	1	3.73924166975749	0.95650529692459	0.70885312666727	1	1
"Gene1420"	"Gene1420"	1.24586257260003	1	1.24586257260003	1.52122232379973	1.45405272935706	1	1
"Gene1422"	"Gene1422"	2.62973055039867	1	2.62973055039867	1.22971050997348	1.32915927094768	1	1
"Gene1425"	"Gene1425"	0.363389293021273	54.3214641936774	57.7843247520103	1.18603972252527	1.07880290774432	1	1
"Gene1428"	"Gene1428"	1.34442193167607	1	1.34442193167607	1.36111136703418	1.47386026401012	1	0.816294364006738
"Gene1429"	"Gene1429"	3.93013273222746	1	3.93013273222746	1.15003048728739	0.433657764793524	1	1
"Gene1430"	"Gene1430"	2.08960275497332	1	2.08960275497332	2.11774006006726	0.839061216655286	1	1
"Gene1434"	"Gene1434"	1.06804621562425	1	1.06804621562425	1.72557772195156	2.49306119654681	1	1
"Gene1442"	"Gene1442"	3.21068990051637	1	3.21068990051637	0.487296128812654	1.13309404222554	1	1
"Gene1445"	"Gene1445"	5.00916905454025	113.912596236896	121.174245797734	2.94291693376718	0.830680792734175	1	1
"Gene1446"	"Gene1446"	2.61164753098333	1	2.61164753098333	1.04165545856193	2.39129511101108	1	1
"Gene1448"	"Gene1448"	11.6107798317707	1	11.6107798317707	1.41479570566214	1.03553118121826	1	1
"Gene1451"	"Gene1451"	5.20284939304888	1	5.20284939304888	2.11881337936011	2.18927958769836	0.807748534856735	1
"Gene1452"	"Gene1452"	3.89478703046287	1	3.89478703046287	0.821875248315648	1.15853696505032	0.761030505536559	1
"Gene1453"	"Gene1453"	2.78399210606299	1	2.78399210606299	1.16480656358371	1.18297479087863	1	1
"Gene1454"	"Gene1454"	3.13577023002255	1	3.13577023002255	0.672502172888756	0.554711803919002	1.06580192782827	1
"Gene1455"	"Gene1455"	5.88255216481102	1	5.88255216481102	2.62900857252521	0.312671380016185	1	1
"Gene1460"	"Gene1460"	10.3610525844	1	10.3610525844	0.951705564258081	0.722381109250703	1	1
"Gene1461"	"Gene1461"	1.40786958864477	1	1.40786958864477	1.03130680756269	2.73283084936582	1	0.749485500485596
"Gene1464"	"Gene1464"	8.42255381876701	1	8.42255381876701	1.11749959487571	1.36033474102854	1	1
"Gene1465"	"Gene1465"	2.07458494806786	1	2.07458494806786	0.84223630405938	0.954101408331981	1	1
"Gene1469"	"Gene1469"	4.6199641438864	1	4.6199641438864	1.37783148587871	2.31922682223509	1	1.27645989731521
"Gene1471"	"Gene1471"	3.03610383058616	1	3.03610383058616	0.60045270022498	1.94409131850254	1	1
"Gene1473"	"Gene1473"	3.72621058832057	1	3.72621058832057	1.42912070734588	1.22067761661351	1	1
"Gene1474"	"Gene1474"	5.23308785487603	1	5.23308785487603	1.22935692003041	1.06227549168864	1	1
"Gene1476"	"Gene1476"	3.7190303087622	1	3.7190303087622	1.32505442667559	0.625657404276854	1	1
"Gene1479"	"Gene1479"	12.2782944814751	1	12.2782944814751	0.451141473255317	0.457060594468856	1	1
"Gene1481"	"Gene1481"	4.48239467208608	1	4.48239467208608	1.4035415910357	2.50510754776026	1	1
"Gene1483"	"Gene1483"	2.6877701780078	1	2.6877701780078	0.979870381893704	1.14311647689356	1	1
"Gene1485"	"Gene1485"	0.0900273226416177	63.1598408957446	67.1861263642043	1.57985698971473	1.46089261552494	1	1
"Gene1490"	"Gene1490"	6.36037445698476	1	6.36037445698476	3.11105193771135	1.16056547681811	1	1
"Gene1499"	"Gene1499"	2.27229142759463	24.9313794388761	26.5206939355529	1.57950471318682	0.392965076721668	1	1
"Gene1502"	"Gene1502"	4.39993608668367	1	4.39993608668367	1.07528282354698	2.06217116504311	1	1
"Gene1506"	"Gene1506"	4.66034737085689	1	4.66034737085689	2.57972055691463	0.594954800220663	1	1
"Gene1507"	"Gene1507"	4.08218455161086	1	4.08218455161086	1.69209501162523	0.503168767387203	1	1
"Gene1510"	"Gene1510"	2.64879585453753	1	2.64879585453753	0.624392215876835	1.0696378915475	1	1
"Gene1511"	"Gene1511"	1.86148322871949	1	1.86148322871949	1.01464180523227	1.05563074532588	1	1
"Gene1515"	"Gene1515"	3.17665011966764	1	3.17665011966764	0.517284129354916	0.799644964908703	1	1
"Gene1516"	"Gene1516"	4.62496328749646	1	4.62496328749646	0.584756844125486	2.03463622943863	1	1
"Gene1518"	"Gene1518"	4.03804671326463	1	4.03804671326463	0.724369890381155	0.67648190541244	1	1.00997793059095
"Gene1519"	"Gene1519"	0.0993140353495382	49.8182273104243	52.9940175252141	0.771677678515456	1.3799634383796	1	1
"Gene1524"	"Gene1524"	0.0325280466239173	72.2600893116209	76.8664933718405	0.814523283326497	1.10916847986652	1.14113450533167	1
"Gene1533"	"Gene1533"	3.29725701739224	1	3.29725701739224	1.21011263069144	0.964427883809977	1	1
"Gene1535"	"Gene1535"	3.74276593245076	1	3.74276593245076	1.70875506029001	1.72259801740099	1	1
"Gene1536"	"Gene1536"	3.09334339063639	1	3.09334339063639	0.801396145784693	0.760618720661464	1	1
"Gene1540"	"Gene1540"	4.57187217980613	1	4.57187217980613	1.43755583295735	1.99099582329337	1	1
"Gene1543"	"Gene1543"	1.96483410444358	1	1.96483410444358	1.46925778787013	3.2684119835683	1.63522370818164	2.03699744953393
"Gene1544"	"Gene1544"	2.15296273095428	1	2.15296273095428	1.6835676472852	1.16307765972033	1	1
"Gene1547"	"Gene1547"	5.33479185999945	1	5.33479185999945	0.463716125119776	0.731121121768637	1	1
"Gene1548"	"Gene1548"	4.29432941829738	1	4.29432941829738	0.903895584427467	0.697860015829506	1	1
"Gene1549"	"Gene1549"	7.68937348379316	1	7.68937348379316	0.511801328362426	0.523625652928455	1	1
"Gene1550"	"Gene1550"	7.47733995651173	1	7.47733995651173	0.556439287889916	0.887633222266678	1	1
"Gene1556"	"Gene1556"	1.73232187246961	1	1.73232187246961	0.941229013710664	1.22810444520562	1	1
"Gene1557"	"Gene1557"	1.11057254790529	1	1.11057254790529	1.60360682961278	1.77870968084929	1	1
"Gene1558"	"Gene1558"	3.03584369576459	1	3.03584369576459	0.730371803875441	0.476944578198029	1	1
"Gene1561"	"Gene1561"	1.31925121799309	1	1.31925121799309	1.36097165107822	1.31062498532226	1	1
"Gene1565"	"Gene1565"	2.71692595155768	1	2.71692595155768	1.97420410575437	2.06743938440718	1	1
"Gene1569"	"Gene1569"	17.1291557010111	1	17.1291557010111	0.888018649163128	1.39884350644863	1	1
"Gene1570"	"Gene1570"	3.28395899978323	1	3.28395899978323	1.55830000627557	1.34325035267078	1	1
"Gene1572"	"Gene1572"	8.09078499417982	1	8.09078499417982	0.756942292773647	1.4009456481588	1	1
"Gene1578"	"Gene1578"	4.05039899014249	1	4.05039899014249	1.65274412817358	1.22166182302173	1	1
"Gene1581"	"Gene1581"	1.93858478444395	1	1.93858478444395	1.40330228466813	1.56598914198375	1	1
"Gene1583"	"Gene1583"	2.3763817560684	1	2.3763817560684	1.94987542905812	0.994084470193872	1	1
"Gene1584"	"Gene1584"	3.6427077452322	1	3.6427077452322	1.21816586189526	0.961438618039532	1	1
"Gene1585"	"Gene1585"	2.58211783114484	1	2.58211783114484	0.67638808446978	0.704911304933458	1	1
"Gene1588"	"Gene1588"	3.04872886323952	1	3.04872886323952	1.32329849287847	1.76381799651	1	1
"Gene1589"	"Gene1589"	4.64051530295439	1	4.64051530295439	1.62480641142921	0.348609534893256	1	1
"Gene1591"	"Gene1591"	7.36987855795968	1	7.36987855795968	1.99453999477252	0.339213771066874	1	1
"Gene1592"	"Gene1592"	2.02047250075719	1	2.02047250075719	1.41449692896622	1.32588728681891	1	1
"Gene1595"	"Gene1595"	2.85666512805381	1	2.85666512805381	0.82177498938803	0.759854279472072	1	1
"Gene1596"	"Gene1596"	4.03328953339123	1	4.03328953339123	1.63839168687896	1.59857121444203	0.893744813791572	1
"Gene1597"	"Gene1597"	0.705350415521003	100.999650851429	107.438131708495	0.603787345768384	0.403631382699904	1	1
"Gene1598"	"Gene1598"	1.96667397149988	1	1.96667397149988	0.776657777273085	1.59789818072389	1	1
"Gene1599"	"Gene1599"	3.31508537009373	1	3.31508537009373	0.976525173089114	0.618848396389312	1	1.08235323223114
"Gene1602"	"Gene1602"	0.83507970843018	1	0.83507970843018	2.66574163302539	1.72704765006964	1	1
"Gene1605"	"Gene1605"	3.64184077344853	31.6165315182132	33.6320081186847	2.33745573928592	1.36756230640631	1	1
"Gene1606"	"Gene1606"	1.72798405130316	1	1.72798405130316	3.23891490497841	2.03752994251276	1	1
"Gene1608"	"Gene1608"	1.69016421845406	1	1.69016421845406	1.58450611158057	0.770446811009508	1	1
"Gene1609"	"Gene1609"	0.698511440135234	1	0.698511440135234	2.71988580273754	2.07437556560143	1	1
"Gene1610"	"Gene1610"	1.62173064346832	1	1.62173064346832	1.2778339231553	2.0156472979529	1	1
"Gene1611"	"Gene1611"	8.03350024967723	1	8.03350024967723	0.95780050128646	2.15052640747348	1	1
"Gene1612"	"Gene1612"	2.97857971985101	1	2.97857971985101	0.401241724655902	0.678943746097544	1.04520200422774	1.5989512739394
"Gene1614"	"Gene1614"	7.02418213918543	1	7.02418213918543	0.928303656147554	1.0895097619674	1	1
"Gene1617"	"Gene1617"	4.62192305482772	1	4.62192305482772	0.457876146902896	1.00479212487817	1	1
"Gene1621"	"Gene1621"	4.14673329236658	1	4.14673329236658	1.36630198988721	1.07586602167374	1	1
"Gene1622"	"Gene1622"	0.276338878526901	61.3319758721126	65.2417394133701	0.40462755300039	0.894183597106516	1	1
"Gene1628"	"Gene1628"	2.70232815873462	1	2.70232815873462	0.919726317287819	2.25444743089576	1	1
"Gene1629"	"Gene1629"	0.014114426267183	41.8894739919966	44.5598255638727	0.620638050007561	0.975377234995892	1	1
"Gene1630"	"Gene1630"	2.54470323630053	1	2.54470323630053	0.939346532706892	2.05629335812802	1	1
"Gene1631"	"Gene1631"	3.97811817871052	1	3.97811817871052	0.421406430263413	0.63566037638719	1	1
"Gene1632"	"Gene1632"	1.85257775311543	1	1.85257775311543	0.903742339611596	1.04106990323296	0.878702022585939	1
"Gene1633"	"Gene1633"	0.0366139466910455	64.6722435996224	68.7949410435198	3.12351954644049	0.454974565139611	1	1
"Gene1636"	"Gene1636"	2.74596903992353	1	2.74596903992353	0.63011055203578	1.609752122015	1	1
"Gene1637"	"Gene1637"	3.3006627432696	1	3.3006627432696	0.524252789922716	1.78895902033238	1	1
"Gene1639"	"Gene1639"	0.0322505142705897	106.462280339697	113.248990473726	1.51044943997605	3.92830856274698	1	1
"Gene1641"	"Gene1641"	13.1567308210255	1	13.1567308210255	1.33763980239218	0.830166849147583	1	1
"Gene1642"	"Gene1642"	3.0181249983554	1	3.0181249983554	2.37033071511971	1.07424171001856	1	1
"Gene1648"	"Gene1648"	12.8124586470254	1	12.8124586470254	2.31784295920425	0.668580723272629	1	1
"Gene1650"	"Gene1650"	1.50944683957304	1	1.50944683957304	2.40319856297491	2.45324155621784	1	1
"Gene1654"	"Gene1654"	6.69137538958336	1	6.69137538958336	0.706511655285425	0.854054839522752	1	1
"Gene1655"	"Gene1655"	4.81941138446415	1	4.81941138446415	1.58672389515816	0.83730340050273	1	1
"Gene1660"	"Gene1660"	2.83950727454871	1	2.83950727454871	1.11904739035011	0.93166915339832	1	1
"Gene1661"	"Gene1661"	3.25804362643207	1	3.25804362643207	0.691204861440536	1.56718517544577	1	1
"Gene1662"	"Gene1662"	4.29812225086953	1	4.29812225086953	1.5296302973053	0.764639338110799	1	1.05262896843996
"Gene1663"	"Gene1663"	4.76640796105132	1	4.76640796105132	0.496912896967135	0.494539731064572	1	1
"Gene1671"	"Gene1671"	3.83241561918025	1	3.83241561918025	1.17271077437943	0.95221795641911	1	1
"Gene1672"	"Gene1672"	5.01443214256882	1	5.01443214256882	0.403056930963776	1.07412948761492	1	1
"Gene1681"	"Gene1681"	2.37006886172406	1	2.37006886172406	1.99742161374051	1.44558885659915	1	1
"Gene1682"	"Gene1682"	7.54955436600309	28.113152409885	29.9052971559009	0.869083098739348	0.63390314429152	1	1
"Gene1683"	"Gene1683"	3.9758968083405	1	3.9758968083405	1.22566928422519	1.86473979751897	1	1
"Gene1684"	"Gene1684"	4.02884868320718	1	4.02884868320718	1.51920134592038	0.532730764630442	1	1
"Gene1685"	"Gene1685"	2.84125106671819	1	2.84125106671819	1.0103607049089	0.663841819283602	1	1
"Gene1688"	"Gene1688"	3.72156656221594	1	3.72156656221594	0.820659093149098	1.35710245701859	1	1
"Gene1689"	"Gene1689"	1.170483617416	1	1.170483617416	1.59931949270995	0.981338029628931	1	1.09939497351104
"Gene1690"	"Gene1690"	2.7442783119464	1	2.7442783119464	1.13763737870742	1.56077127714676	0.964403585286755	1
"Gene1691"	"Gene1691"	10.2154894967538	1	10.2154894967538	1.22350976271975	1.55911233681554	1	1
"Gene1694"	"Gene1694"	2.92622843482315	1	2.92622843482315	1.69029273430056	1.1711076186419	1.07317877643277	1
"Gene1696"	"Gene1696"	2.78324164693578	1	2.78324164693578	1.51311570851836	0.690791812309685	1	1.23150506632945
"Gene1698"	"Gene1698"	4.20637096709541	1	4.20637096709541	1.78473874644588	0.680391270852829	1	1
"Gene1703"	"Gene1703"	0.836834466251098	46.9243924290124	49.9157077438355	0.950378065443361	2.33110900041487	1	1
"Gene1707"	"Gene1707"	3.37851838862468	1	3.37851838862468	0.91961985622794	1.01363001229254	1	1
"Gene1710"	"Gene1710"	8.70271784980315	1	8.70271784980315	0.440746533035304	0.409800551816148	1	1
"Gene1713"	"Gene1713"	2.71087405175729	1	2.71087405175729	0.879978240558005	1.87655830141273	1	1.30192139347045
"Gene1715"	"Gene1715"	2.71208764146172	1	2.71208764146172	0.768705316333362	0.445062380029088	1	1
"Gene1717"	"Gene1717"	6.26970512039736	1	6.26970512039736	1.10201368117718	2.61713603708435	1.30273893299349	1
"Gene1724"	"Gene1724"	3.13959010589968	1	3.13959010589968	1.06334117366753	0.939747808157864	1	1
"Gene1725"	"Gene1725"	2.9811200924927	1	2.9811200924927	1.35415623159063	0.97379971596313	1	1
"Gene1728"	"Gene1728"	15.3980811800452	57.096545610055	60.736310825241	0.538058357077199	1.09610878401424	0.69702089062048	1
"Gene1730"	"Gene1730"	1.65186853660366	1	1.65186853660366	1.17096060989466	1.58940761588969	1	1
"Gene1731"	"Gene1731"	5.19431722174371	1	5.19431722174371	1.30053361357925	0.940471763320227	1	1
"Gene1734"	"Gene1734"	0.761656607254305	40.1762596530186	42.7373979985858	0.689369212751223	2.69902287730866	1	1
"Gene1742"	"Gene1742"	4.13211958984606	1	4.13211958984606	0.857408339190841	1.41712541557399	1	1
"Gene1743"	"Gene1743"	2.34674688859377	1	2.34674688859377	1.16848831428881	1.75607673271025	1	1
"Gene1745"	"Gene1745"	1.54143526719306	1	1.54143526719306	1.68376964646695	1.03998731824348	1	1
"Gene1746"	"Gene1746"	3.66655967455709	1	3.66655967455709	1.30123501714819	1.21415539732856	1	1
"Gene1747"	"Gene1747"	2.45068730712906	1	2.45068730712906	0.897483265488424	0.636841551713797	1	1
"Gene1752"	"Gene1752"	2.14100644724228	151.375568613069	161.025391087965	0.294762322238347	0.401858540535322	1	1
"Gene1754"	"Gene1754"	9.75893692042514	1	9.75893692042514	0.759085170794907	0.7865905883373	1	1
"Gene1756"	"Gene1756"	2.53577589676385	1	2.53577589676385	0.920594891348609	1.28544067586514	1	1
"Gene1761"	"Gene1761"	2.11650531770542	1	2.11650531770542	0.734176317493452	0.515164644005417	1	1
"Gene1762"	"Gene1762"	2.76317982195071	1	2.76317982195071	0.641611199278016	1.02426481436802	1	1
"Gene1769"	"Gene1769"	3.86489470071113	1	3.86489470071113	1.93177620945625	1.29984411238009	1	1
"Gene1771"	"Gene1771"	4.75851710042646	1	4.75851710042646	2.63484074915653	0.808080519312197	1	1
"Gene1772"	"Gene1772"	1.55761074885199	44.5587226112518	47.3992322578634	1.67020848146815	1.4920786552652	1	1
"Gene1773"	"Gene1773"	2.84507641530012	1	2.84507641530012	0.819700614018441	1.24002719331552	1	1
"Gene1774"	"Gene1774"	3.16017105716203	1	3.16017105716203	0.590697357159895	1.02946606841789	1	1
"Gene1777"	"Gene1777"	3.91995863835201	1	3.91995863835201	1.30682998998012	0.636672093910633	1	1
"Gene1779"	"Gene1779"	4.3790686937578	1	4.3790686937578	0.72559561903004	0.564757165574185	1	1.0407417992132
"Gene1781"	"Gene1781"	0.71245987272224	29.0421658220135	30.8935329021615	2.7526225183547	1.23405447498477	1	1
"Gene1783"	"Gene1783"	2.24308280437271	36.5802796523789	38.9121830629603	1.15024135845725	1.16361769733357	1	1
"Gene1784"	"Gene1784"	4.59183116700831	1	4.59183116700831	2.13064584332703	1.31112429273078	1	0.82925073539884
"Gene1785"	"Gene1785"	8.67813174330611	1	8.67813174330611	0.917304312023732	2.46022987854818	1	1
"Gene1787"	"Gene1787"	3.22725365747313	1	3.22725365747313	1.17040663940454	1.65793119988201	0.832068871435456	1
"Gene1789"	"Gene1789"	4.74655642277996	1	4.74655642277996	0.357057154159824	1.44479403096271	1	1
"Gene1793"	"Gene1793"	2.14416738060283	1	2.14416738060283	1.49824238584826	1.20058636542064	1	0.957485281433936
"Gene1797"	"Gene1797"	4.23131816736988	1	4.23131816736988	0.825371355587507	1.65242568535497	1	1
"Gene1798"	"Gene1798"	4.25655290188287	1	4.25655290188287	2.57674272215603	0.583816244901648	1	1.46483372752898
"Gene1801"	"Gene1801"	0.0307162719200131	56.370974477228	59.9644863062908	1.16257155041887	0.431994434613814	1	1
"Gene1811"	"Gene1811"	4.04178822146893	1	4.04178822146893	1.82072411859071	0.806134249282998	1.52768951540767	1
"Gene1815"	"Gene1815"	3.35880920242958	1	3.35880920242958	1.17541687669854	0.569462172929464	1	1.05645249834058
"Gene1816"	"Gene1816"	4.72123654060376	1	4.72123654060376	2.13736452980654	0.54477452611118	1	1
"Gene1821"	"Gene1821"	3.78191852463656	1	3.78191852463656	0.505555052409158	0.356022037942448	1	1
"Gene1825"	"Gene1825"	6.75561527922512	1	6.75561527922512	0.996178823777129	1.64924444167209	1	1
"Gene1828"	"Gene1828"	3.79046353599386	87.2566763862193	92.819076214614	0.684070830202411	1.68132911722199	1	1
"Gene1829"	"Gene1829"	5.53515579978283	1	5.53515579978283	1.8525012426048	0.630759167976554	1	1
"Gene1831"	"Gene1831"	5.12003224256232	1	5.12003224256232	0.815329042365052	0.535258287757972	1	1.1488834379426
